,Feedt,S_It,S_St,X_It,X_St,X_BHt,X_BA,X_P
125,0.22347413713692232,0.029999999999883363,0.0009938363880115258,0.0036624826722993853,0.00020409749439956765,0.00938791481025619,0.00044292618477247787,0.0013802800008895827
126,0.30157951864027344,0.029999999999831634,0.0012573054964583172,0.003662482672274739,0.0003267552206212161,0.011536713690384146,0.0003847709399148573,0.0016893933297357903
127,0.18558410182914034,0.029999999999919747,0.0009165283043499827,0.0036624826723113263,0.0001657080420188257,0.008337111035160324,0.0004646304562530608,0.0012281951953200762
128,0.23492650710543247,0.030000000000000034,0.001027305086718255,0.003662482672328935,0.00021887916360689274,0.00970417737969456,0.00043589435542517327,0.001425906851453412
129,0.26029762590717537,0.029999999999890205,0.001112216844343724,0.003662482672303561,0.00025642365258420844,0.010403054346150128,0.0004180377125920918,0.0015265610461694123
130,0.24523785672105183,0.02999999999992272,0.0010607130078605085,0.003662482672308724,0.0002334722586946037,0.009988485701219366,0.0004288160099564042,0.001466884860828523
131,0.12595535567697083,0.029999999999999992,0.0008376030049435235,0.0036624826723291397,0.00012014690764756104,0.0066775695953172525,0.0004950632248333337,0.000987346975292833
132,0.28748287469606865,0.029999999999699416,0.0012078440893332491,0.003662482672252365,0.00030167975674326474,0.011150005819245174,0.00039662378745812207,0.0016339082658037515
133,0.17291215018879935,0.030000000000000027,0.000898548691862799,0.0036624826723291107,0.00015525971501715615,0.007984688753454918,0.0004713822354133379,0.0011770784111806345
134,0.18931687671017444,0.02999999999989843,0.000922306246760819,0.0036624826723083647,0.00016894161370539334,0.008440873351983841,0.0004624501498241983,0.0012432408182311756
135,0.2949968841262713,0.030000000000000006,0.0012338818564703326,0.0036624826723290803,0.0003148096129444351,0.01135616893932395,0.0003909109176153203,0.0016634886884895877
136,0.2052657790150296,0.029999999999999992,0.000950573612310202,0.0036624826723290925,0.00018384442528284964,0.008883641947365592,0.00045392532626663045,0.001307365803468906
137,0.18044827499216673,0.02999999999999999,0.0009090377592800671,0.003662482672328996,0.00016139574591667068,0.008194276921180983,0.00046728678543736903,0.001207474811233357
