,Feed,S_I,S_S,X_I,X_S,X_BH,X_BA,X_P
172,0.22358751746867234,0.6286250983355236,0.7260195805068538,1.3263370339773,2.1529888277499585,9.999983903947153e-07,9.999983903947153e-07,9.999983903947153e-07
173,0.18365640952264653,0.5761536068793359,0.6681164041250163,1.2172904037283425,1.9613884375485011,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
174,0.25487244951201093,0.6696017501928633,0.7461380367205419,1.411473290219857,2.3037086608264365,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
175,0.20944344493737513,0.610089024500632,0.6723566630388139,1.2878159970763188,2.0867542038498206,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
176,0.1485996127380239,0.5299434170164179,0.6561054982027973,1.121247216100104,1.790945509902429,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
177,0.1800403441308269,0.5713517396618917,0.7288281662501747,1.207313884738763,1.9409725598921976,9.9999908289149e-07,9.9999908289149e-07,9.9999908289149e-07
178,0.21588731362570168,0.6185191862623846,0.742374209915549,1.3053370575874126,2.1148864981826625,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
179,0.17674077484788833,0.5670433392240115,0.6636901256152514,1.19835650576025,1.9278760434604671,9.99998192149212e-07,9.99998192149212e-07,9.99998192149212e-07
180,0.1253788915987708,0.4992764564976627,0.7168874814456437,1.0575110349983652,1.674828711609607,9.999989686377775e-07,9.999989686377775e-07,9.999989686377775e-07
181,0.22161790092142136,0.6260455296475443,0.728157027393596,1.3209765268293747,2.143352022633789,9.999992208211166e-07,9.999992208211166e-07,9.999992208211166e-07
182,0.12294454246545543,0.49610037659205963,0.6623656506925837,1.050906358378225,1.6654575389161959,1.0000000000016527e-06,1.0000000000016527e-06,1.0000000000016527e-06
183,0.13742067571613692,0.5151594293012647,0.7190780409532257,1.090523183242642,1.733498171331672,9.999989753931543e-07,9.999989753931543e-07,9.999989753931543e-07
184,0.20957689309862576,0.6102304765417998,0.7292384677894105,1.2881129365962904,2.084794465714617,9.999990939969262e-07,9.999990939969262e-07,9.999990939969262e-07
185,0.14769314902227793,0.5287446617489318,0.662673326170212,1.1187562119268184,1.7862235960248776,9.999991259356475e-07,9.999991259356475e-07,9.999991259356475e-07
186,0.1982707368967651,0.5954002885479285,0.6620532040388107,1.2572900592543044,2.0328603012358486,1.0000000001558282e-06,1.0000000001558282e-06,1.0000000001558282e-06
187,0.21592319618387382,0.6185679394210548,0.7276715001841263,1.3054386381874674,2.115708708022575,9.999989381234615e-07,9.999989381234615e-07,9.999989381234615e-07
188,0.19059067791261364,0.5852868621953997,0.668602825510653,1.2362720854319034,1.9951576954737689,1.000000000012559e-06,1.000000000012559e-06,1.000000000012559e-06
